"id"	"label"
"GO:0061519"	"macrophage homeostasis"
"GO:1990959"	"eosinophil homeostasis"
"GO:1990960"	"basophil homeostasis"
"GO:0001781"	"neutrophil apoptotic process"
"GO:0001782"	"B cell homeostasis"
"GO:0002261"	"mucosal lymphocyte homeostasis"
"GO:0033024"	"mast cell apoptotic process"
"GO:0043029"	"T cell homeostasis"
"GO:0097350"	"neutrophil clearance"
"GO:0001777"	"T cell homeostatic proliferation"
"GO:0001922"	"B-1 B cell homeostasis"
"GO:0002901"	"mature B cell apoptotic process"
"GO:0006924"	"activation-induced cell death of T cells"
"GO:0033025"	"regulation of mast cell apoptotic process"
"GO:0033026"	"negative regulation of mast cell apoptotic process"
"GO:0033027"	"positive regulation of mast cell apoptotic process"
"GO:0033029"	"regulation of neutrophil apoptotic process"
"GO:0033030"	"negative regulation of neutrophil apoptotic process"
"GO:0033031"	"positive regulation of neutrophil apoptotic process"
"GO:0070238"	"activated T cell autonomous cell death"
"GO:0002905"	"regulation of mature B cell apoptotic process"
"GO:0002906"	"negative regulation of mature B cell apoptotic process"
"GO:0002907"	"positive regulation of mature B cell apoptotic process"
"GO:0042103"	"positive regulation of T cell homeostatic proliferation"
"GO:0046013"	"regulation of T cell homeostatic proliferation"
"GO:0046014"	"negative regulation of T cell homeostatic proliferation"
"GO:0070235"	"regulation of activation-induced cell death of T cells"
"GO:0070236"	"negative regulation of activation-induced cell death of T cells"
"GO:0070237"	"positive regulation of activation-induced cell death of T cells"
"GO:0070239"	"regulation of activated T cell autonomous cell death"
"GO:0070240"	"negative regulation of activated T cell autonomous cell death"
"GO:0070241"	"positive regulation of activated T cell autonomous cell death"
"GO:0001779"	"natural killer cell differentiation"
"GO:0002325"	"natural killer cell differentiation involved in immune response"
"GO:0032823"	"regulation of natural killer cell differentiation"
"GO:0032824"	"negative regulation of natural killer cell differentiation"
"GO:0032825"	"positive regulation of natural killer cell differentiation"
"GO:0032826"	"regulation of natural killer cell differentiation involved in immune response"
"GO:0032827"	"negative regulation of natural killer cell differentiation involved in immune response"
"GO:0032828"	"positive regulation of natural killer cell differentiation involved in immune response"
"GO:0001783"	"B cell apoptotic process"
"GO:0002516"	"B cell deletion"
"GO:0002902"	"regulation of B cell apoptotic process"
"GO:0002903"	"negative regulation of B cell apoptotic process"
"GO:0002904"	"positive regulation of B cell apoptotic process"
"GO:0071948"	"activation-induced B cell apoptotic process"
"GO:1990117"	"B cell receptor apoptotic signaling pathway"
"GO:0002342"	"central B cell deletion"
"GO:0002454"	"peripheral B cell deletion"
"GO:0002867"	"regulation of B cell deletion"
"GO:0002868"	"negative regulation of B cell deletion"
"GO:0002869"	"positive regulation of B cell deletion"
"GO:0002898"	"regulation of central B cell deletion"
"GO:0002899"	"negative regulation of central B cell deletion"
"GO:0002900"	"positive regulation of central B cell deletion"
"GO:0002908"	"regulation of peripheral B cell deletion"
"GO:0002909"	"negative regulation of peripheral B cell deletion"
"GO:0002910"	"positive regulation of peripheral B cell deletion"
"GO:0001787"	"natural killer cell proliferation"
"GO:0002324"	"natural killer cell proliferation involved in immune response"
"GO:0032817"	"regulation of natural killer cell proliferation"
"GO:0032818"	"negative regulation of natural killer cell proliferation"
"GO:0032819"	"positive regulation of natural killer cell proliferation"
"GO:0032820"	"regulation of natural killer cell proliferation involved in immune response"
"GO:0032821"	"negative regulation of natural killer cell proliferation involved in immune response"
"GO:0032822"	"positive regulation of natural killer cell proliferation involved in immune response"
"GO:0001816"	"cytokine production"
"GO:0001817"	"regulation of cytokine production"
"GO:0001818"	"negative regulation of cytokine production"
"GO:0001819"	"positive regulation of cytokine production"
"GO:0002367"	"cytokine production involved in immune response"
"GO:0002534"	"cytokine production involved in inflammatory response"
"GO:0010573"	"vascular endothelial growth factor production"
"GO:0032601"	"connective tissue growth factor production"
"GO:0032602"	"chemokine production"
"GO:0032604"	"granulocyte macrophage colony-stimulating factor production"
"GO:0032605"	"hepatocyte growth factor production"
"GO:0032606"	"type I interferon production"
"GO:0032609"	"interferon-gamma production"
"GO:0032612"	"interleukin-1 production"
"GO:0032613"	"interleukin-10 production"
"GO:0032614"	"interleukin-11 production"
"GO:0032615"	"interleukin-12 production"
"GO:0032616"	"interleukin-13 production"
"GO:0032617"	"interleukin-14 production"
"GO:0032618"	"interleukin-15 production"
"GO:0032619"	"interleukin-16 production"
"GO:0032620"	"interleukin-17 production"
"GO:0032621"	"interleukin-18 production"
"GO:0032622"	"interleukin-19 production"
"GO:0032623"	"interleukin-2 production"
"GO:0032624"	"interleukin-20 production"
"GO:0032625"	"interleukin-21 production"
"GO:0032626"	"interleukin-22 production"
"GO:0032627"	"interleukin-23 production"
"GO:0032628"	"interleukin-24 production"
"GO:0032629"	"interleukin-25 production"
"GO:0032630"	"interleukin-26 production"
"GO:0032631"	"interleukin-27 production"
"GO:0032632"	"interleukin-3 production"
"GO:0032633"	"interleukin-4 production"
"GO:0032634"	"interleukin-5 production"
"GO:0032635"	"interleukin-6 production"
"GO:0032636"	"interleukin-7 production"
"GO:0032637"	"interleukin-8 production"
"GO:0032638"	"interleukin-9 production"
"GO:0034343"	"type III interferon production"
"GO:0036301"	"macrophage colony-stimulating factor production"
"GO:0044467"	"glial cell-derived neurotrophic factor production"
"GO:0044807"	"macrophage migration inhibitory factor production"
"GO:0044808"	"oncostatin M production"
"GO:0044831"	"modulation by virus of host cytokine production"
"GO:0070753"	"interleukin-35 production"
"GO:0071604"	"transforming growth factor beta production"
"GO:0071611"	"granulocyte colony-stimulating factor production"
"GO:0071706"	"tumor necrosis factor superfamily cytokine production"
"GO:0072633"	"interleukin-30 production"
"GO:0072635"	"interleukin-31 production"
"GO:0072637"	"interleukin-32 production"
"GO:0072639"	"interleukin-33 production"
"GO:0090269"	"fibroblast growth factor production"
"GO:0090360"	"platelet-derived growth factor production"
"GO:0140447"	"cytokine precursor processing"
"GO:0150137"	"interleukin-37 production"
"GO:0150155"	"interleukin-34 production"
"GO:1990775"	"endothelin production"
"GO:0002368"	"B cell cytokine production"
"GO:0002369"	"T cell cytokine production"
"GO:0002370"	"natural killer cell cytokine production"
"GO:0002371"	"dendritic cell cytokine production"
"GO:0002718"	"regulation of cytokine production involved in immune response"
"GO:0002719"	"negative regulation of cytokine production involved in immune response"
"GO:0002720"	"positive regulation of cytokine production involved in immune response"
"GO:0010574"	"regulation of vascular endothelial growth factor production"
"GO:0010575"	"positive regulation of vascular endothelial growth factor production"
"GO:0032479"	"regulation of type I interferon production"
"GO:0032480"	"negative regulation of type I interferon production"
"GO:0032481"	"positive regulation of type I interferon production"
"GO:0032603"	"fractalkine production"
"GO:0032607"	"interferon-alpha production"
"GO:0032608"	"interferon-beta production"
"GO:0032610"	"interleukin-1 alpha production"
"GO:0032611"	"interleukin-1 beta production"
"GO:0032639"	"TRAIL production"
"GO:0032640"	"tumor necrosis factor production"
"GO:0032641"	"lymphotoxin A production"
"GO:0032642"	"regulation of chemokine production"
"GO:0032643"	"regulation of connective tissue growth factor production"
"GO:0032645"	"regulation of granulocyte macrophage colony-stimulating factor production"
"GO:0032646"	"regulation of hepatocyte growth factor production"
"GO:0032649"	"regulation of interferon-gamma production"
"GO:0032652"	"regulation of interleukin-1 production"
"GO:0032653"	"regulation of interleukin-10 production"
"GO:0032654"	"regulation of interleukin-11 production"
"GO:0032655"	"regulation of interleukin-12 production"
"GO:0032656"	"regulation of interleukin-13 production"
"GO:0032657"	"regulation of interleukin-14 production"
"GO:0032658"	"regulation of interleukin-15 production"
"GO:0032659"	"regulation of interleukin-16 production"
"GO:0032660"	"regulation of interleukin-17 production"
"GO:0032661"	"regulation of interleukin-18 production"
"GO:0032662"	"regulation of interleukin-19 production"
"GO:0032663"	"regulation of interleukin-2 production"
"GO:0032664"	"regulation of interleukin-20 production"
"GO:0032665"	"regulation of interleukin-21 production"
"GO:0032666"	"regulation of interleukin-22 production"
"GO:0032667"	"regulation of interleukin-23 production"
"GO:0032668"	"regulation of interleukin-24 production"
"GO:0032669"	"regulation of interleukin-25 production"
"GO:0032670"	"regulation of interleukin-26 production"
"GO:0032671"	"regulation of interleukin-27 production"
"GO:0032672"	"regulation of interleukin-3 production"
"GO:0032673"	"regulation of interleukin-4 production"
"GO:0032674"	"regulation of interleukin-5 production"
"GO:0032675"	"regulation of interleukin-6 production"
"GO:0032676"	"regulation of interleukin-7 production"
"GO:0032677"	"regulation of interleukin-8 production"
"GO:0032678"	"regulation of interleukin-9 production"
"GO:0032682"	"negative regulation of chemokine production"
"GO:0032683"	"negative regulation of connective tissue growth factor production"
"GO:0032685"	"negative regulation of granulocyte macrophage colony-stimulating factor production"
"GO:0032686"	"negative regulation of hepatocyte growth factor production"
"GO:0032689"	"negative regulation of interferon-gamma production"
"GO:0032692"	"negative regulation of interleukin-1 production"
"GO:0032693"	"negative regulation of interleukin-10 production"
"GO:0032694"	"negative regulation of interleukin-11 production"
"GO:0032695"	"negative regulation of interleukin-12 production"
"GO:0032696"	"negative regulation of interleukin-13 production"
"GO:0032697"	"negative regulation of interleukin-14 production"
"GO:0032698"	"negative regulation of interleukin-15 production"
"GO:0032699"	"negative regulation of interleukin-16 production"
"GO:0032700"	"negative regulation of interleukin-17 production"
"GO:0032701"	"negative regulation of interleukin-18 production"
"GO:0032702"	"negative regulation of interleukin-19 production"
"GO:0032703"	"negative regulation of interleukin-2 production"
"GO:0032704"	"negative regulation of interleukin-20 production"
"GO:0032705"	"negative regulation of interleukin-21 production"
"GO:0032706"	"negative regulation of interleukin-22 production"
"GO:0032707"	"negative regulation of interleukin-23 production"
"GO:0032708"	"negative regulation of interleukin-24 production"
"GO:0032709"	"negative regulation of interleukin-25 production"
"GO:0032710"	"negative regulation of interleukin-26 production"
"GO:0032711"	"negative regulation of interleukin-27 production"
"GO:0032712"	"negative regulation of interleukin-3 production"
"GO:0032713"	"negative regulation of interleukin-4 production"
"GO:0032714"	"negative regulation of interleukin-5 production"
"GO:0032715"	"negative regulation of interleukin-6 production"
"GO:0032716"	"negative regulation of interleukin-7 production"
"GO:0032717"	"negative regulation of interleukin-8 production"
"GO:0032718"	"negative regulation of interleukin-9 production"
"GO:0032722"	"positive regulation of chemokine production"
"GO:0032723"	"positive regulation of connective tissue growth factor production"
"GO:0032725"	"positive regulation of granulocyte macrophage colony-stimulating factor production"
"GO:0032726"	"positive regulation of hepatocyte growth factor production"
"GO:0032729"	"positive regulation of interferon-gamma production"
"GO:0032732"	"positive regulation of interleukin-1 production"
"GO:0032733"	"positive regulation of interleukin-10 production"
"GO:0032734"	"positive regulation of interleukin-11 production"
"GO:0032735"	"positive regulation of interleukin-12 production"
"GO:0032736"	"positive regulation of interleukin-13 production"
"GO:0032737"	"positive regulation of interleukin-14 production"
"GO:0032738"	"positive regulation of interleukin-15 production"
"GO:0032739"	"positive regulation of interleukin-16 production"
"GO:0032740"	"positive regulation of interleukin-17 production"
"GO:0032741"	"positive regulation of interleukin-18 production"
"GO:0032742"	"positive regulation of interleukin-19 production"
"GO:0032743"	"positive regulation of interleukin-2 production"
"GO:0032744"	"positive regulation of interleukin-20 production"
"GO:0032745"	"positive regulation of interleukin-21 production"
"GO:0032746"	"positive regulation of interleukin-22 production"
"GO:0032747"	"positive regulation of interleukin-23 production"
"GO:0032748"	"positive regulation of interleukin-24 production"
"GO:0032749"	"positive regulation of interleukin-25 production"
"GO:0032750"	"positive regulation of interleukin-26 production"
"GO:0032751"	"positive regulation of interleukin-27 production"
"GO:0032752"	"positive regulation of interleukin-3 production"
"GO:0032753"	"positive regulation of interleukin-4 production"
"GO:0032754"	"positive regulation of interleukin-5 production"
"GO:0032755"	"positive regulation of interleukin-6 production"
"GO:0032756"	"positive regulation of interleukin-7 production"
"GO:0032757"	"positive regulation of interleukin-8 production"
"GO:0032758"	"positive regulation of interleukin-9 production"
"GO:0032905"	"transforming growth factor beta1 production"
"GO:0032906"	"transforming growth factor beta2 production"
"GO:0032907"	"transforming growth factor beta3 production"
"GO:0034344"	"regulation of type III interferon production"
"GO:0034345"	"negative regulation of type III interferon production"
"GO:0034346"	"positive regulation of type III interferon production"
"GO:0035393"	"chemokine (C-X-C motif) ligand 9 production"
"GO:0035530"	"chemokine (C-C motif) ligand 6 production"
"GO:0036363"	"transforming growth factor beta activation"
"GO:0036392"	"chemokine (C-C motif) ligand 20 production"
"GO:0036523"	"induction by symbiont of host cytokine production"
"GO:0044809"	"chemokine (C-C motif) ligand 17 production"
"GO:0044832"	"induction by virus of host cytokine production"
"GO:0046775"	"suppression by virus of host cytokine production"
"GO:0061082"	"myeloid leukocyte cytokine production"
"GO:0070754"	"regulation of interleukin-35 production"
"GO:0070755"	"negative regulation of interleukin-35 production"
"GO:0070756"	"positive regulation of interleukin-35 production"
"GO:0071605"	"monocyte chemotactic protein-1 production"
"GO:0071606"	"chemokine (C-C motif) ligand 4 production"
"GO:0071607"	"macrophage inflammatory protein-1 gamma production"
"GO:0071608"	"macrophage inflammatory protein-1 alpha production"
"GO:0071609"	"chemokine (C-C motif) ligand 5 production"
"GO:0071610"	"chemokine (C-C motif) ligand 1 production"
"GO:0071612"	"IP-10 production"
"GO:0071634"	"regulation of transforming growth factor beta production"
"GO:0071635"	"negative regulation of transforming growth factor beta production"
"GO:0071636"	"positive regulation of transforming growth factor beta production"
"GO:0071655"	"regulation of granulocyte colony-stimulating factor production"
"GO:0071656"	"negative regulation of granulocyte colony-stimulating factor production"
"GO:0071657"	"positive regulation of granulocyte colony-stimulating factor production"
"GO:0071661"	"regulation of granzyme B production"
"GO:0071924"	"chemokine (C-C motif) ligand 22 production"
"GO:0071925"	"thymic stromal lymphopoietin production"
"GO:0071954"	"chemokine (C-C motif) ligand 11 production"
"GO:0072535"	"tumor necrosis factor (ligand) superfamily member 11 production"
"GO:0072566"	"chemokine (C-X-C motif) ligand 1 production"
"GO:0072567"	"chemokine (C-X-C motif) ligand 2 production"
"GO:0072627"	"interleukin-28A production"
"GO:0072629"	"interleukin-28B production"
"GO:0072631"	"interleukin-29 production"
"GO:0072645"	"interferon-delta production"
"GO:0072647"	"interferon-epsilon production"
"GO:0072649"	"interferon-kappa production"
"GO:0072651"	"interferon-tau production"
"GO:0072653"	"interferon-omega production"
"GO:0090270"	"regulation of fibroblast growth factor production"
"GO:0090271"	"positive regulation of fibroblast growth factor production"
"GO:0090272"	"negative regulation of fibroblast growth factor production"
"GO:0090361"	"regulation of platelet-derived growth factor production"
"GO:0090362"	"positive regulation of platelet-derived growth factor production"
"GO:0097087"	"interleukin-17A production"
"GO:0097088"	"interleukin-17F production"
"GO:0097388"	"chemokine (C-C motif) ligand 19 production"
"GO:0097389"	"chemokine (C-C motif) ligand 21 production"
"GO:0097390"	"chemokine (C-X-C motif) ligand 12 production"
"GO:0097391"	"chemokine (C-X-C motif) ligand 13 production"
"GO:0097392"	"chemokine (C-X-C motif) ligand 16 production"
"GO:0150127"	"regulation of interleukin-33 production"
"GO:0150128"	"negative regulation of interleukin-33 production"
"GO:0150129"	"positive regulation of interleukin-33 production"
"GO:0150136"	"regulation of interleukin-37 production"
"GO:0150138"	"negative regulation of interleukin-37 production"
"GO:0150139"	"positive regulation of interleukin-37 production"
"GO:0150157"	"regulation of interleukin-34 production"
"GO:0150158"	"positive regulation of interleukin-34 production"
"GO:0150159"	"negative regulation of interleukin-34 production"
"GO:0150189"	"regulation of interleukin-32 production"
"GO:0150190"	"negative regulation of interleukin-32 production"
"GO:0150191"	"positive regulation of interleukin-32 production"
"GO:1900015"	"regulation of cytokine production involved in inflammatory response"
"GO:1900016"	"negative regulation of cytokine production involved in inflammatory response"
"GO:1900017"	"positive regulation of cytokine production involved in inflammatory response"
"GO:1900166"	"regulation of glial cell-derived neurotrophic factor production"
"GO:1900167"	"negative regulation of glial cell-derived neurotrophic factor production"
"GO:1900168"	"positive regulation of glial cell-derived neurotrophic factor production"
"GO:1901256"	"regulation of macrophage colony-stimulating factor production"
"GO:1901257"	"negative regulation of macrophage colony-stimulating factor production"
"GO:1901258"	"positive regulation of macrophage colony-stimulating factor production"
"GO:1903555"	"regulation of tumor necrosis factor superfamily cytokine production"
"GO:1903556"	"negative regulation of tumor necrosis factor superfamily cytokine production"
"GO:1903557"	"positive regulation of tumor necrosis factor superfamily cytokine production"
"GO:1904046"	"negative regulation of vascular endothelial growth factor production"
"GO:1904470"	"regulation of endothelin production"
"GO:1904471"	"negative regulation of endothelin production"
"GO:1904472"	"positive regulation of endothelin production"
"GO:0002372"	"myeloid dendritic cell cytokine production"
"GO:0002373"	"plasmacytoid dendritic cell cytokine production"
"GO:0002721"	"regulation of B cell cytokine production"
"GO:0002722"	"negative regulation of B cell cytokine production"
"GO:0002723"	"positive regulation of B cell cytokine production"
"GO:0002724"	"regulation of T cell cytokine production"
"GO:0002725"	"negative regulation of T cell cytokine production"
"GO:0002726"	"positive regulation of T cell cytokine production"
"GO:0002727"	"regulation of natural killer cell cytokine production"
"GO:0002728"	"negative regulation of natural killer cell cytokine production"
"GO:0002729"	"positive regulation of natural killer cell cytokine production"
"GO:0002730"	"regulation of dendritic cell cytokine production"
"GO:0002731"	"negative regulation of dendritic cell cytokine production"
"GO:0002732"	"positive regulation of dendritic cell cytokine production"
"GO:0010934"	"macrophage cytokine production"
"GO:0010935"	"regulation of macrophage cytokine production"
"GO:0010936"	"negative regulation of macrophage cytokine production"
"GO:0032644"	"regulation of fractalkine production"
"GO:0032647"	"regulation of interferon-alpha production"
"GO:0032648"	"regulation of interferon-beta production"
"GO:0032650"	"regulation of interleukin-1 alpha production"
"GO:0032651"	"regulation of interleukin-1 beta production"
"GO:0032679"	"regulation of TRAIL production"
"GO:0032680"	"regulation of tumor necrosis factor production"
"GO:0032681"	"regulation of lymphotoxin A production"
"GO:0032684"	"negative regulation of fractalkine production"
"GO:0032687"	"negative regulation of interferon-alpha production"
"GO:0032688"	"negative regulation of interferon-beta production"
"GO:0032690"	"negative regulation of interleukin-1 alpha production"
"GO:0032691"	"negative regulation of interleukin-1 beta production"
"GO:0032719"	"negative regulation of TRAIL production"
"GO:0032720"	"negative regulation of tumor necrosis factor production"
"GO:0032721"	"negative regulation of lymphotoxin A production"
"GO:0032724"	"positive regulation of fractalkine production"
"GO:0032727"	"positive regulation of interferon-alpha production"
"GO:0032728"	"positive regulation of interferon-beta production"
"GO:0032730"	"positive regulation of interleukin-1 alpha production"
"GO:0032731"	"positive regulation of interleukin-1 beta production"
"GO:0032759"	"positive regulation of TRAIL production"
"GO:0032760"	"positive regulation of tumor necrosis factor production"
"GO:0032761"	"positive regulation of lymphotoxin A production"
"GO:0032762"	"mast cell cytokine production"
"GO:0032763"	"regulation of mast cell cytokine production"
"GO:0032764"	"negative regulation of mast cell cytokine production"
"GO:0032908"	"regulation of transforming growth factor beta1 production"
"GO:0032909"	"regulation of transforming growth factor beta2 production"
"GO:0032910"	"regulation of transforming growth factor beta3 production"
"GO:0032911"	"negative regulation of transforming growth factor beta1 production"
"GO:0032912"	"negative regulation of transforming growth factor beta2 production"
"GO:0032913"	"negative regulation of transforming growth factor beta3 production"
"GO:0032914"	"positive regulation of transforming growth factor beta1 production"
"GO:0032915"	"positive regulation of transforming growth factor beta2 production"
"GO:0032916"	"positive regulation of transforming growth factor beta3 production"
"GO:0035394"	"regulation of chemokine (C-X-C motif) ligand 9 production"
"GO:0035395"	"negative regulation of chemokine (C-X-C motif) ligand 9 production"
"GO:0035396"	"positive regulation of chemokine (C-X-C motif) ligand 9 production"
"GO:0035531"	"regulation of chemokine (C-C motif) ligand 6 production"
"GO:0035532"	"negative regulation of chemokine (C-C motif) ligand 6 production"
"GO:0035533"	"positive regulation of chemokine (C-C motif) ligand 6 production"
"GO:0035743"	"CD4-positive, alpha-beta T cell cytokine production"
"GO:0036364"	"transforming growth factor beta1 activation"
"GO:0036365"	"transforming growth factor beta2 activation"
"GO:0036366"	"transforming growth factor beta3 activation"
"GO:0039501"	"suppression by virus of host type I interferon production"
