"id"	"label"
"UBERON:8410054"	"lymphatic capillary of colon"
"UBERON:8410055"	"lymphatic capillary of anorectum"
"UBERON:0007384"	"appendage lymph vessel"
"UBERON:0007385"	"pectoral appendage lymph vessel"
"UBERON:0007386"	"pelvic appendage lymph vessel"
"UBERON:2005303"	"caudal fin lymph vessel"
"UBERON:0010160"	"lumen of lymphatic vessel"
"UBERON:0010397"	"efferent lymphatic vessel"
"UBERON:8410014"	"efferent lymphatic vessel valve"
"UBERON:0034949"	"lymphatic valve"
"UBERON:0034950"	"lymph sac of lymph heart"
"UBERON:0034951"	"subcutaneous lymph sac"
"UBERON:0034952"	"intrapleuroperitoneal lymph sac"
"UBERON:0035198"	"superficial lymphatic vessel"
"UBERON:0035545"	"deep lymphatic vessel"
"UBERON:0035608"	"dura mater lymph vessel"
"UBERON:8410002"	"small intestine lymphatic vessel"
"UBERON:8410030"	"lymphatic vessel of appendix"
"UBERON:8410051"	"lymphatic vessel of colon"
"UBERON:8480006"	"mesenteric lymphatic vessel"
"UBERON:8600042"	"endometrial lymphatic vessel"
"UBERON:0002391"	"lymph"
"UBERON:0004536"	"lymph vasculature"
"UBERON:0011363"	"cranial lymph vasculature"
"UBERON:2005106"	"longitudinal lateral lymphatic vessel"
"UBERON:2005319"	"intersegmental lymph vessel"
"UBERON:2005320"	"dorsal longitudinal lymphatic vessel"
"UBERON:0018226"	"pulmonary part of lymphatic system"
"UBERON:0034953"	"embryonic lymph sac"
"UBERON:0034958"	"retroperitoneal embryonic lymph sac"
"UBERON:0036256"	"iliac lymph sac"
"UBERON:0036260"	"embryonic cisterna chyli"
"UBERON:0006561"	"non-lymphatic part of lymphoid system"
"UBERON:0010394"	"lymphocyte domain"
"UBERON:0010392"	"B cell domain"
"UBERON:0010393"	"T cell domain"
"UBERON:0001960"	"periarterial lymphatic sheath"
"CL:0000738"	"leukocyte"
"CL:0002087"	"nongranular leukocyte"
"CL:0000145"	"professional antigen presenting cell"
"CL:0000235"	"macrophage"
"CL:1001603"	"lung macrophage"
"CL:0009036"	"appendix macrophage"
"CL:0009038"	"colon macrophage"
"CL:0009048"	"anorectum macrophage"
"CL:0000864"	"tissue-resident macrophage"
"CL:0000777"	"mesangial phagocyte"
"CL:0000878"	"central nervous system macrophage"
"CL:4042003"	"border associated macrophage"
"CL:0000881"	"perivascular macrophage"
"CL:4033064"	"uterine resident macrophage"
"CL:0000451"	"dendritic cell"
"CL:0009034"	"dendritic cell of appendix"
"CL:0000990"	"conventional dendritic cell"
"CL:0000941"	"thymic conventional dendritic cell"
"CL:0002059"	"CD8alpha-positive thymic conventional dendritic cell"
"CL:0002460"	"CD8alpha-negative thymic conventional dendritic cell"
"CL:0000453"	"Langerhans cell"
"CL:0002457"	"epidermal Langerhans cell"
"CL:0000782"	"myeloid dendritic cell"
"CL:0002465"	"CD11b-positive dendritic cell"
"CL:0002454"	"Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell"
"CL:0002507"	"langerin-positive lymph node dendritic cell"
"CL:2000055"	"liver dendritic cell"
"GO:0097511"	"dendritic cell dendrite"
"CL:0000785"	"mature B cell"
"CL:0000787"	"memory B cell"
"CL:0000970"	"unswitched memory B cell"
"CL:0002111"	"CD38-negative unswitched memory B cell"
"CL:0002112"	"B220-positive CD38-negative unswitched memory B cell"
"CL:0002113"	"B220-low CD38-negative unswitched memory B cell"
"CL:0002114"	"CD38-positive unswitched memory B cell"
"CL:0002115"	"B220-positive CD38-positive unswitched memory B cell"
"CL:0002116"	"B220-low CD38-positive unswitched memory B cell"
"CL:0000972"	"class switched memory B cell"
"CL:0000948"	"IgE memory B cell"
"CL:0000973"	"IgA memory B cell"
"CL:0000979"	"IgG memory B cell"
"CL:0002105"	"CD38-positive IgG memory B cell"
"CL:0002106"	"IgD-positive CD38-positive IgG memory B cell"
"CL:0002107"	"IgD-negative CD38-positive IgG memory B cell"
"CL:0002108"	"CD38-negative IgG memory B cell"
"CL:0002117"	"IgG-negative class switched memory B cell"
"CL:0002118"	"CD38-negative IgG-negative class switched memory B cell"
"CL:0002120"	"CD24-positive CD38-negative IgG-negative class switched memory B cell"
"CL:0002121"	"CD24-negative CD38-negative IgG-negative class switched memory B cell"
"CL:0002119"	"CD38-positive IgG-negative class switched memory B cell"
"CL:0002122"	"B220-positive CD38-positive IgG-negative class switched memory B cell"
"CL:0002123"	"B220-low CD38-positive IgG-negative class switched memory B cell"
"CL:0001053"	"IgD-negative memory B cell"
"CL:0000967"	"Bm5 B cell"
"CL:0000971"	"IgM memory B cell"
"CL:0000981"	"double negative memory B cell"
"CL:0002103"	"IgG-positive double negative memory B cell"
"CL:0002104"	"IgG-negative double negative memory B cell"
"CL:0000788"	"naive B cell"
"CL:0002101"	"CD38-positive naive B cell"
"CL:0002109"	"B220-positive CD38-positive naive B cell"
"CL:0002110"	"B220-low CD38-positive naive B cell"
"CL:0002102"	"CD38-negative naive B cell"
"CL:0000819"	"B-1 B cell"
"CL:0000820"	"B-1a B cell"
"CL:0000821"	"B-1b B cell"
"CL:0000822"	"B-2 B cell"
"CL:0000843"	"follicular B cell"
"CL:0000961"	"Bm1 B cell"
"CL:0000962"	"Bm2 B cell"
"CL:0002056"	"fraction F mature B cell"
"CL:0000980"	"plasmablast"
"CL:0000845"	"marginal zone B cell of spleen"
"CL:0000766"	"myeloid leukocyte"
"CL:0000576"	"monocyte"
"CL:0001022"	"CD115-positive monocyte"
"CL:0002395"	"Gr1-high classical monocyte"
"CL:0002469"	"MHC-II-negative classical monocyte"
"CL:0002470"	"MHC-II-positive classical monocyte"
"CL:0002398"	"Gr1-positive, CD43-positive monocyte"
"CL:0000860"	"classical monocyte"
"CL:0001054"	"CD14-positive monocyte"
"CL:0002397"	"CD14-positive, CD16-positive monocyte"
"CL:0001055"	"CD14-positive, CD16-low monocyte"
"CL:0002393"	"intermediate monocyte"
"CL:0000092"	"osteoclast"
"CL:0000588"	"odontoclast"
"CL:0000780"	"multinuclear odontoclast"
"CL:0000781"	"mononuclear odontoclast"
"CL:0000778"	"mononuclear osteoclast"
"CL:0000779"	"multinuclear osteoclast"
"CL:0000094"	"granulocyte"
"CL:0000775"	"neutrophil"
"CL:0000889"	"myeloid suppressor cell"
"CL:0002467"	"Gr1-high myeloid suppressor cell"
"CL:0002468"	"Gr1-low myeloid suppressor cell"
"CL:0000842"	"mononuclear cell"
"CL:2000001"	"peripheral blood mononuclear cell"
"CL:4030029"	"blood lymphocyte"
"CL:0000113"	"mononuclear phagocyte"
"CL:0000542"	"lymphocyte"
"CL:0009044"	"lymphocyte of small intestine lamina propria"
"CL:0000945"	"lymphocyte of B lineage"
"CL:0000946"	"antibody secreting cell"
"CL:0000786"	"plasma cell"
"CL:0009033"	"plasma cell of appendix"
"CL:0000236"	"B cell"
"CL:0009050"	"B cell of anorectum"
"CL:0001201"	"B cell, CD19-positive"
"CL:0000816"	"immature B cell"
"CL:0002054"	"fraction E immature B cell"
"CL:0000817"	"precursor B cell"
"CL:0000955"	"pre-B-II cell"
"CL:0000954"	"small pre-B-II cell"
"CL:0000957"	"large pre-B-II cell"
"CL:0000952"	"preBCR-positive large pre-B-II cell"
"CL:0000953"	"preBCR-negative large pre-B-II cell"
"CL:0000956"	"pre-B-I cell"
"CL:0002050"	"fraction C' precursor B cell"
"CL:0002400"	"fraction B/C precursor B cell"
"CL:0002047"	"fraction B precursor B cell"
"CL:0002049"	"fraction C precursor B cell"
"CL:0002052"	"fraction D precursor B cell"
"CL:0000818"	"transitional stage B cell"
"CL:0009032"	"B cell of appendix"
"CL:0001200"	"lymphocyte of B lineage, CD19-positive"
"CL:0000084"	"T cell"
"CL:0009051"	"T cell of anorectum"
"CL:0002420"	"immature T cell"
"CL:0000893"	"thymocyte"
"CL:0009031"	"T cell of appendix"
"CL:0001065"	"innate lymphoid cell"
"CL:0001067"	"group 1 innate lymphoid cell"
"CL:0000623"	"natural killer cell"
"CL:0000937"	"pre-natural killer cell"
"CL:0000823"	"immature natural killer cell"
"CL:0002338"	"CD56-positive, CD161-positive immature natural killer cell, human"
"CL:0002344"	"CD56-negative, CD161-positive immature natural killer cell, human"
"CL:0001082"	"immature innate lymphoid cell"
"CL:0001072"	"CD34-negative, CD117-positive innate lymphoid cell, human"
"CL:0001073"	"CD34-negative, CD56-positive, CD117-positive innate lymphoid cell, human"
"CL:0001074"	"CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human"
"CL:0009018"	"lymphocyte of large intestine lamina propria"
"CL:0010004"	"mononuclear cell of bone marrow"
"CL:2000085"	"mononuclear cell of umbilical cord"
"CL:2000074"	"splenocyte"
"UBERON:0010266"	"arthropod hepatopancreas"
"UBERON:0000040"	"Leydig's organ"
"UBERON:0010015"	"ventral patch of Leydig's organ"
"UBERON:0010051"	"dorsal patch of Leydig's organ"
"UBERON:0000363"	"reticuloendothelial system"
"UBERON:0014779"	"liver reticuloendothelial system"
"UBERON:0002106"	"spleen"
"CL:2000051"	"splenic fibroblast"
"CL:1000489"	"reticular cell of splenic cord"
"CL:2000053"	"splenic endothelial cell"
"CL:1000397"	"endothelial cell of venous sinus of red pulp of spleen"
"UBERON:0001248"	"hilum of spleen"
"UBERON:0001251"	"marginal zone of spleen"
"UBERON:0001265"	"trabecula of spleen"
"UBERON:0010399"	"spleen trabecular artery"
"UBERON:0010400"	"spleen trabecular vein"
"UBERON:0004238"	"spleen smooth muscle"
"UBERON:0004641"	"spleen capsule"
"UBERON:0005353"	"spleen perifollicular zone"
"UBERON:0010174"	"Schweigger-Seidel sheath"
"UBERON:0022292"	"splenic arteriole"
"UBERON:0010401"	"spleen central arteriole"
"UBERON:0013132"	"penicillar arteriole"
"UBERON:0036301"	"vasculature of spleen"
"UBERON:1000024"	"parenchyma of spleen"
"UBERON:1000023"	"spleen pulp"
"UBERON:0001250"	"red pulp of spleen"
"UBERON:0001266"	"splenic cord"
"UBERON:0003910"	"splenic sinusoid"
"UBERON:0009967"	"spleen venous sinus"
"UBERON:0001959"	"white pulp of spleen"
"UBERON:0010398"	"spleen marginal sinus"
"UBERON:0002370"	"thymus"
"CL:4030001"	"stromal cell of thymus"
"CL:0000894"	"DN1 thymic pro-T cell"
"CL:0002293"	"epithelial cell of thymus"
"CL:0002364"	"cortical thymic epithelial cell"
"CL:0002294"	"type-1 epithelial cell of thymus"
"CL:0002365"	"medullary thymic epithelial cell"
"UBERON:0002122"	"capsule of thymus"
"UBERON:0006936"	"thymus subcapsular epithelium"
"UBERON:0002123"	"cortex of thymus"
