"id"	"label"
"GO:0045873"	"negative regulation of sevenless signaling pathway"
"GO:0061541"	"rhabdomere morphogenesis"
"GO:0045874"	"positive regulation of sevenless signaling pathway"
"GO:0001754"	"eye photoreceptor cell differentiation"
"GO:0042462"	"eye photoreceptor cell development"
"GO:0042706"	"eye photoreceptor cell fate commitment"
"GO:0060219"	"camera-type eye photoreceptor cell differentiation"
"GO:0042478"	"regulation of eye photoreceptor cell development"
"GO:0042479"	"positive regulation of eye photoreceptor cell development"
"GO:0042480"	"negative regulation of eye photoreceptor cell development"
"GO:0042670"	"retinal cone cell differentiation"
"GO:0046548"	"retinal rod cell development"
"GO:0046549"	"retinal cone cell development"
"GO:0060220"	"camera-type eye photoreceptor cell fate commitment"
"GO:0060221"	"retinal rod cell differentiation"
"GO:0062139"	"camera-type eye photoreceptor cell development"
"GO:0046551"	"retinal cone cell fate commitment"
"GO:0060223"	"retinal rod cell fate commitment"
"GO:0060227"	"Notch signaling pathway involved in camera-type eye photoreceptor fate commitment"
"GO:0042671"	"retinal cone cell fate determination"
"GO:0042672"	"retinal cone cell fate specification"
"GO:0060222"	"regulation of retinal cone cell fate commitment"
"GO:0060224"	"regulation of retinal rod cell fate commitment"
"GO:0060225"	"positive regulation of retinal rod cell fate commitment"
"GO:0060226"	"negative regulation of retinal cone cell fate commitment"
"GO:0009998"	"negative regulation of retinal cone cell fate specification"
"GO:0042673"	"regulation of retinal cone cell fate specification"
"GO:0001764"	"neuron migration"
"GO:0003393"	"neuron migration involved in retrograde extension"
"GO:0021828"	"gonadotrophin-releasing hormone neuronal migration to the hypothalamus"
"GO:0021852"	"pyramidal neuron migration"
"GO:0021947"	"outward migration of deep nuclear neurons"
"GO:0021948"	"inward migration of deep nuclear neurons"
"GO:0097475"	"motor neuron migration"
"GO:1904936"	"interneuron migration"
"GO:1904937"	"sensory neuron migration"
"GO:2001222"	"regulation of neuron migration"
"GO:2001223"	"negative regulation of neuron migration"
"GO:2001224"	"positive regulation of neuron migration"
"GO:0003395"	"neuron migration involved in dendrite retrograde extension"
"GO:0021853"	"cerebral cortex GABAergic interneuron migration"
"GO:0097476"	"spinal cord motor neuron migration"
"GO:1905483"	"regulation of motor neuron migration"
"GO:1905484"	"negative regulation of motor neuron migration"
"GO:1905485"	"positive regulation of motor neuron migration"
"GO:0003397"	"neuron migration involved in amphid sensory organ dendrite retrograde extension"
"GO:0097477"	"lateral motor column neuron migration"
"GO:1902076"	"regulation of lateral motor column neuron migration"
"GO:1902077"	"negative regulation of lateral motor column neuron migration"
"GO:1902078"	"positive regulation of lateral motor column neuron migration"
"GO:0001820"	"serotonin secretion"
"GO:0002442"	"serotonin secretion involved in inflammatory response"
"GO:0014062"	"regulation of serotonin secretion"
"GO:0014063"	"negative regulation of serotonin secretion"
"GO:0014064"	"positive regulation of serotonin secretion"
"GO:0060096"	"serotonin secretion, neurotransmission"
"GO:0002552"	"serotonin secretion by mast cell"
"GO:0002554"	"serotonin secretion by platelet"
"GO:0002556"	"serotonin secretion by basophil"
"GO:0001963"	"synaptic transmission, dopaminergic"
"GO:0032225"	"regulation of synaptic transmission, dopaminergic"
"GO:0032226"	"positive regulation of synaptic transmission, dopaminergic"
"GO:0032227"	"negative regulation of synaptic transmission, dopaminergic"
"GO:0051583"	"dopamine uptake involved in synaptic transmission"
"GO:0061527"	"dopamine secretion, neurotransmission"
"GO:0051584"	"regulation of dopamine uptake involved in synaptic transmission"
"GO:0051585"	"negative regulation of dopamine uptake involved in synaptic transmission"
"GO:0051586"	"positive regulation of dopamine uptake involved in synaptic transmission"
"GO:0051587"	"inhibition of dopamine uptake involved in synaptic transmission"
"GO:0001992"	"regulation of systemic arterial blood pressure by vasopressin"
"GO:0002004"	"secretion of vasopressin involved in fast regulation of systemic arterial blood pressure"
"GO:0002006"	"vasoconstriction by vasopressin involved in systemic arterial blood pressure control"
"GO:0002027"	"regulation of heart rate"
"GO:0003053"	"circadian regulation of heart rate"
"GO:0003062"	"regulation of heart rate by chemical signal"
"GO:0010459"	"negative regulation of heart rate"
"GO:0010460"	"positive regulation of heart rate"
"GO:0044554"	"modulation of heart rate in other organism"
"GO:0086091"	"regulation of heart rate by cardiac conduction"
"GO:0001985"	"negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure"
"GO:0001988"	"positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure"
"GO:0001996"	"positive regulation of heart rate by epinephrine-norepinephrine"
"GO:0003055"	"circadian regulation of heart rate by the suprachiasmatic nucleus"
"GO:0003063"	"negative regulation of heart rate by acetylcholine"
"GO:0003064"	"regulation of heart rate by hormone"
"GO:0003065"	"positive regulation of heart rate by epinephrine"
"GO:0003066"	"positive regulation of heart rate by norepinephrine"
"GO:0044555"	"negative regulation of heart rate in other organism"
"GO:0086024"	"adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate"
"GO:0140200"	"adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate"
"GO:0003111"	"positive regulation of heart rate by circulating epinephrine"
"GO:0003112"	"positive regulation of heart rate by neuronal epinephrine"
"GO:0003113"	"positive regulation of heart rate by neuronal norepinephrine"
"GO:0003114"	"positive regulation of heart rate by circulating norepinephrine"
"GO:0086033"	"G protein-coupled acetylcholine receptor signaling pathway involved in negative regulation of heart rate"
"GO:0086094"	"positive regulation of ryanodine-sensitive calcium-release channel activity by adrenergic receptor signaling pathway involved in positive regulation of cardiac muscle contraction"
"GO:0086095"	"positive regulation of IKACh channel activity by G protein-coupled acetylcholine receptor signaling pathway involved in negative regulation of heart rate"
"GO:0086102"	"adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway involved in negative regulation of heart rate"
"GO:0002093"	"auditory receptor cell morphogenesis"
"GO:0060088"	"auditory receptor cell stereocilium organization"
"GO:0003019"	"central nervous system control of baroreceptor feedback"
"GO:0003073"	"regulation of systemic arterial blood pressure"
"GO:0001976"	"nervous system process involved in regulation of systemic arterial blood pressure"
"GO:0002530"	"regulation of systemic arterial blood pressure involved in acute-phase response"
"GO:0003044"	"regulation of systemic arterial blood pressure mediated by a chemical signal"
"GO:0003045"	"regulation of systemic arterial blood pressure by physical factors"
"GO:0003052"	"circadian regulation of systemic arterial blood pressure"
"GO:0003071"	"renal system process involved in regulation of systemic arterial blood pressure"
"GO:0003084"	"positive regulation of systemic arterial blood pressure"
"GO:0003085"	"negative regulation of systemic arterial blood pressure"
"GO:1900133"	"regulation of renin secretion into blood stream"
"GO:0001977"	"renal system process involved in regulation of blood volume"
"GO:0001978"	"regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback"
"GO:0001979"	"regulation of systemic arterial blood pressure by chemoreceptor signaling"
"GO:0001980"	"regulation of systemic arterial blood pressure by ischemic conditions"
"GO:0001982"	"baroreceptor response to decreased systemic arterial blood pressure"
"GO:0001983"	"baroreceptor response to increased systemic arterial blood pressure"
"GO:0001990"	"regulation of systemic arterial blood pressure by hormone"
"GO:0001993"	"regulation of systemic arterial blood pressure by norepinephrine-epinephrine"
"GO:0001998"	"angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure"
"GO:0001999"	"renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure"
"GO:0002008"	"excitation of vasomotor center by chemoreceptor signaling"
"GO:0002010"	"excitation of vasomotor center by baroreceptor signaling"
"GO:0002012"	"vasoconstriction of artery involved in chemoreceptor response to lowering of systemic arterial blood pressure"
"GO:0002014"	"vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure"
"GO:0002017"	"regulation of blood volume by renal aldosterone"
"GO:0002018"	"renin-angiotensin regulation of aldosterone production"
"GO:0002025"	"norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure"
"GO:0002033"	"angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure"
"GO:0002035"	"brain renin-angiotensin system"
"GO:0003025"	"regulation of systemic arterial blood pressure by baroreceptor feedback"
"GO:0003026"	"regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback"
"GO:0003046"	"regulation of systemic arterial blood pressure by stress relaxation"
"GO:0003047"	"regulation of systemic arterial blood pressure by epinephrine"
"GO:0003048"	"regulation of systemic arterial blood pressure by norepinephrine"
"GO:0003049"	"regulation of systemic arterial blood pressure by capillary fluid shift"
"GO:0003054"	"circadian regulation of systemic arterial blood pressure by the suprachiasmatic nucleus"
"GO:0003067"	"circadian regulation of systemic arterial blood pressure by hormone"
"GO:0003069"	"acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure"
"GO:0003070"	"regulation of systemic arterial blood pressure by neurotransmitter"
"GO:0003072"	"renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure"
"GO:0003083"	"negative regulation of renal output by angiotensin"
"GO:1900134"	"negative regulation of renin secretion into blood stream"
"GO:1900135"	"positive regulation of renin secretion into blood stream"
"GO:0001981"	"baroreceptor detection of arterial stretch"
"GO:0001984"	"artery vasodilation involved in baroreceptor response to increased systemic arterial blood pressure"
"GO:0001986"	"negative regulation of the force of heart contraction involved in baroreceptor response to increased systemic arterial blood pressure"
"GO:0001987"	"vasoconstriction of artery involved in baroreceptor response to lowering of systemic arterial blood pressure"
"GO:0001989"	"positive regulation of the force of heart contraction involved in baroreceptor response to decreased systemic arterial blood pressure"
"GO:0001995"	"norepinephrine-epinephrine catabolic process in blood stream"
"GO:0002000"	"detection of renal blood flow"
"GO:0002001"	"renin secretion into blood stream"
"GO:0002007"	"detection of hypoxic conditions in blood by chemoreceptor signaling"
"GO:0002013"	"detection of carbon dioxide by vasomotor center"
"GO:0002015"	"regulation of systemic arterial blood pressure by atrial baroreceptor feedback"
"GO:0002034"	"maintenance of blood vessel diameter homeostasis by renin-angiotensin"
"GO:0003023"	"baroreceptor detection of increased arterial stretch"
"GO:0003024"	"baroreceptor detection of decreased arterial stretch"
"GO:0003027"	"regulation of systemic arterial blood pressure by carotid body chemoreceptor signaling"
"GO:0003028"	"regulation of systemic arterial blood pressure by aortic body chemoreceptor signaling"
"GO:0003040"	"excitation of vasomotor center by aortic body chemoreceptor signaling"
"GO:0003041"	"excitation of vasomotor center by carotid body chemoreceptor signaling"
"GO:0003042"	"vasoconstriction of artery involved in carotid body chemoreceptor response to lowering of systemic arterial blood pressure"
"GO:0003043"	"vasoconstriction of artery involved in aortic body chemoreceptor response to lowering of systemic arterial blood pressure"
"GO:0003050"	"regulation of systemic arterial blood pressure by atrial natriuretic peptide"
"GO:0003051"	"angiotensin-mediated drinking behavior"
"GO:0003068"	"regulation of systemic arterial blood pressure by acetylcholine"
"GO:0003075"	"renal vasodilation of the peripheral vascular system involved in regulation of systemic arterial blood pressure"
"GO:0003081"	"regulation of systemic arterial blood pressure by renin-angiotensin"
"GO:0003093"	"regulation of glomerular filtration"
"GO:0003095"	"pressure natriuresis"
"GO:0003098"	"tubuloglomerular feedback"
"GO:0003100"	"regulation of systemic arterial blood pressure by endothelin"
"GO:0003101"	"regulation of systemic arterial blood pressure by circulatory epinephrine-norepinephrine"
"GO:0003106"	"negative regulation of glomerular filtration by angiotensin"
"GO:0003321"	"positive regulation of blood pressure by epinephrine-norepinephrine"
"GO:0035820"	"negative regulation of renal sodium excretion by angiotensin"
"GO:0001991"	"regulation of systemic arterial blood pressure by circulatory renin-angiotensin"
"GO:0001994"	"norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure"
"GO:0001997"	"positive regulation of the force of heart contraction by epinephrine-norepinephrine"
"GO:0002016"	"regulation of blood volume by renin-angiotensin"
"GO:0003020"	"detection of reduced oxygen by chemoreceptor signaling"
"GO:0003021"	"detection of increased carbon dioxide by chemoreceptor signaling"
"GO:0003029"	"detection of hypoxic conditions in blood by carotid body chemoreceptor signaling"
"GO:0003033"	"detection of hypoxic conditions in blood by aortic body chemoreceptor signaling"
"GO:0003060"	"negative regulation of the force of heart contraction by acetylcholine"
"GO:0003086"	"regulation of systemic arterial blood pressure by local renal renin-angiotensin"
"GO:0003104"	"positive regulation of glomerular filtration"
"GO:0003105"	"negative regulation of glomerular filtration"
"GO:0034959"	"endothelin maturation"
"GO:0035818"	"positive regulation of urine volume by pressure natriuresis"
"GO:0035819"	"positive regulation of renal sodium excretion by pressure natriuresis"
"GO:0002002"	"regulation of angiotensin levels in blood"
"GO:0002019"	"regulation of renal output by angiotensin"
"GO:0003034"	"detection of increased carbon dioxide by aortic body chemoreceptor signaling"
"GO:0003035"	"detection of increased carbon dioxide by carotid body chemoreceptor signaling"
"GO:0003036"	"detection of pH by aortic body chemoreceptor signaling"
"GO:0003037"	"detection of pH by carotid body chemoreceptor signaling"
"GO:0003038"	"detection of reduced oxygen by aortic body chemoreceptor signaling"
"GO:0003039"	"detection of reduced oxygen by carotid body chemoreceptor signaling"
"GO:0003059"	"positive regulation of the force of heart contraction by epinephrine"
"GO:0003061"	"positive regulation of the force of heart contraction by norepinephrine"
"GO:0003089"	"positive regulation of the force of heart contraction by circulating epinephrine-norepinephrine"
"GO:0003090"	"positive regulation of the force of heart contraction by neuronal epinephrine-norepinephrine"
"GO:0002003"	"angiotensin maturation"
"GO:0003087"	"positive regulation of the force of heart contraction by neuronal epinephrine"
"GO:0003088"	"positive regulation of the force of heart contraction by circulating epinephrine"
"GO:0003109"	"positive regulation of the force of heart contraction by circulating norepinephrine"
"GO:0003110"	"positive regulation of the force of heart contraction by neuronal norepinephrine"
"GO:0003357"	"noradrenergic neuron differentiation"
"GO:0003358"	"noradrenergic neuron development"
"GO:0003359"	"noradrenergic neuron fate commitment"
"GO:0003361"	"noradrenergic neuron differentiation involved in brainstem development"
"GO:0003362"	"noradrenergic neuron fate commitment involved in brainstem development"
"GO:0003360"	"brainstem development"
"GO:0003406"	"retinal pigment epithelium development"
"GO:0003407"	"neural retina development"
"GO:0010842"	"retina layer formation"
"GO:0035881"	"amacrine cell differentiation"
"GO:0060040"	"retinal bipolar neuron differentiation"
"GO:0061074"	"regulation of neural retina development"
"GO:0061075"	"positive regulation of neural retina development"
"GO:0061076"	"negative regulation of neural retina development"
"GO:0035852"	"horizontal cell localization"
"GO:1902869"	"regulation of amacrine cell differentiation"
"GO:1902870"	"negative regulation of amacrine cell differentiation"
"GO:1902871"	"positive regulation of amacrine cell differentiation"
"GO:1904389"	"rod bipolar cell differentiation"
"GO:1904390"	"cone retinal bipolar cell differentiation"
"GO:1902872"	"regulation of horizontal cell localization"
"GO:1902873"	"negative regulation of horizontal cell localization"
"GO:1902874"	"positive regulation of horizontal cell localization"
"GO:0007268"	"chemical synaptic transmission"
"GO:0007269"	"neurotransmitter secretion"
"GO:0007270"	"neuron-neuron synaptic transmission"
"GO:0007271"	"synaptic transmission, cholinergic"
"GO:0007274"	"neuromuscular synaptic transmission"
"GO:0035249"	"synaptic transmission, glutamatergic"
"GO:0044758"	"modulation by symbiont of host synaptic transmission"
"GO:0050804"	"modulation of chemical synaptic transmission"
"GO:0050805"	"negative regulation of synaptic transmission"
"GO:0050806"	"positive regulation of synaptic transmission"
"GO:0051932"	"synaptic transmission, GABAergic"
"GO:0060012"	"synaptic transmission, glycinergic"
"GO:0090127"	"positive regulation of synapse maturation by synaptic transmission"
"GO:0090507"	"phenylethylamine metabolic process involved in synaptic transmission"
"GO:0098814"	"spontaneous synaptic transmission"
"GO:0098976"	"excitatory chemical synaptic transmission"
"GO:0098977"	"inhibitory chemical synaptic transmission"
"GO:0099153"	"synaptic transmission, serotonergic"
"GO:0099155"	"synaptic transmission, noradrenergic"
"GO:0099531"	"presynaptic process involved in chemical synaptic transmission"
"GO:0099546"	"protein catabolic process, modulating synaptic transmission"
"GO:0099550"	"trans-synaptic signaling, modulating synaptic transmission"
"GO:0099564"	"modification of synaptic structure, modulating synaptic transmission"
"GO:0099565"	"chemical synaptic transmission, postsynaptic"
"GO:0099703"	"induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration"
"GO:0140237"	"translation at presynapse, modulating chemical synaptic transmission"
"GO:0001507"	"acetylcholine catabolic process in synaptic cleft"
"GO:0001956"	"positive regulation of neurotransmitter secretion"
"GO:0014055"	"acetylcholine secretion, neurotransmission"
"GO:0014860"	"neurotransmitter secretion involved in regulation of skeletal muscle contraction"
"GO:0016079"	"synaptic vesicle exocytosis"
"GO:0032222"	"regulation of synaptic transmission, cholinergic"
"GO:0032223"	"negative regulation of synaptic transmission, cholinergic"
"GO:0032224"	"positive regulation of synaptic transmission, cholinergic"
"GO:0032228"	"regulation of synaptic transmission, GABAergic"
"GO:0032229"	"negative regulation of synaptic transmission, GABAergic"
"GO:0032230"	"positive regulation of synaptic transmission, GABAergic"
"GO:0042062"	"long-term strengthening of neuromuscular junction"
"GO:0044079"	"modulation by symbiont of host neurotransmitter secretion"
"GO:0044759"	"negative regulation by symbiont of host synaptic transmission"
"GO:0044760"	"modulation by symbiont of host cholinergic synaptic transmission"
"GO:0046928"	"regulation of neurotransmitter secretion"
"GO:0046929"	"negative regulation of neurotransmitter secretion"
"GO:0048167"	"regulation of synaptic plasticity"
"GO:0048792"	"spontaneous exocytosis of neurotransmitter"
"GO:0051966"	"regulation of synaptic transmission, glutamatergic"
"GO:0051967"	"negative regulation of synaptic transmission, glutamatergic"
"GO:0051968"	"positive regulation of synaptic transmission, glutamatergic"
"GO:0060024"	"rhythmic synaptic transmission"
"GO:0060025"	"regulation of synaptic activity"
"GO:0060079"	"excitatory postsynaptic potential"
"GO:0060080"	"inhibitory postsynaptic potential"
"GO:0060084"	"synaptic transmission involved in micturition"
"GO:0060092"	"regulation of synaptic transmission, glycinergic"
"GO:0060093"	"negative regulation of synaptic transmission, glycinergic"
"GO:0060094"	"positive regulation of synaptic transmission, glycinergic"
"GO:0060291"	"long-term synaptic potentiation"
"GO:0060292"	"long-term synaptic depression"
"GO:0061529"	"epinephrine secretion, neurotransmission"
"GO:0061530"	"aspartate secretion, neurotransmission"
"GO:0061533"	"norepinephrine secretion, neurotransmission"
"GO:0061534"	"gamma-aminobutyric acid secretion, neurotransmission"
"GO:0061535"	"glutamate secretion, neurotransmission"
"GO:0061537"	"glycine secretion, neurotransmission"
"GO:0061538"	"histamine secretion, neurotransmission"
"GO:0061540"	"octopamine secretion, neurotransmission"
"GO:0061544"	"peptide secretion, neurotransmission"
"GO:0061669"	"spontaneous neurotransmitter secretion"
"GO:0061670"	"evoked neurotransmitter secretion"
"GO:0071911"	"synchronous neurotransmitter secretion"
"GO:0071912"	"asynchronous neurotransmitter secretion"
"GO:0090394"	"negative regulation of excitatory postsynaptic potential"
"GO:0090508"	"phenylethylamine biosynthetic process involved in synaptic transmission"
"GO:0098815"	"modulation of excitatory postsynaptic potential"
"GO:0098962"	"regulation of postsynaptic neurotransmitter receptor activity"
"GO:0098987"	"regulation of modification of synapse structure, modulating synaptic transmission"
"GO:0099170"	"postsynaptic modulation of chemical synaptic transmission"
"GO:0099171"	"presynaptic modulation of chemical synaptic transmission"
"GO:0099183"	"trans-synaptic signaling by BDNF, modulating synaptic transmission"
"GO:0099547"	"regulation of translation at synapse, modulating synaptic transmission"
"GO:0099551"	"trans-synaptic signaling by neuropeptide, modulating synaptic transmission"
"GO:0099552"	"trans-synaptic signaling by lipid, modulating synaptic transmission"
"GO:0099554"	"trans-synaptic signaling by soluble gas, modulating synaptic transmission"
"GO:0099557"	"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission"
"GO:0099574"	"regulation of protein catabolic process at synapse, modulating synaptic transmission"
"GO:0150003"	"regulation of spontaneous synaptic transmission"
"GO:0150035"	"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission"
"GO:0150036"	"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission"
"GO:1900073"	"regulation of neuromuscular synaptic transmission"
"GO:1900074"	"negative regulation of neuromuscular synaptic transmission"
"GO:1900075"	"positive regulation of neuromuscular synaptic transmission"
"GO:1900273"	"positive regulation of long-term synaptic potentiation"
"GO:1900453"	"negative regulation of long-term synaptic depression"
"GO:1990793"	"substance P secretion, neurotransmission"
"GO:0014056"	"regulation of acetylcholine secretion, neurotransmission"
"GO:0014057"	"positive regulation of acetylcholine secretion, neurotransmission"
"GO:0014058"	"negative regulation of acetylcholine secretion, neurotransmission"
"GO:0014853"	"regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction"
"GO:0016080"	"synaptic vesicle targeting"
"GO:0016081"	"synaptic vesicle docking"
"GO:0016082"	"synaptic vesicle priming"
"GO:0031629"	"synaptic vesicle fusion to presynaptic active zone membrane"
"GO:0031914"	"negative regulation of synaptic plasticity"
"GO:0031915"	"positive regulation of synaptic plasticity"
"GO:0031916"	"regulation of synaptic metaplasticity"
"GO:0043179"	"rhythmic excitation"
"GO:0043180"	"rhythmic inhibition"
"GO:0044761"	"negative regulation by symbiont of host cholinergic synaptic transmission"
"GO:0044762"	"negative regulation by symbiont of host neurotransmitter secretion"
"GO:0048168"	"regulation of neuronal synaptic plasticity"
"GO:0048791"	"calcium ion-regulated exocytosis of neurotransmitter"
"GO:0051913"	"regulation of synaptic plasticity by chemical substance"
"GO:0060095"	"zinc potentiation of synaptic transmission, glycinergic"
"GO:0061585"	"hypocretin secretion, neurotransmission"
"GO:0061884"	"regulation of mini excitatory postsynaptic potential"
"GO:0061886"	"negative regulation of mini excitatory postsynaptic potential"
"GO:0097151"	"positive regulation of inhibitory postsynaptic potential"
"GO:0098816"	"mini excitatory postsynaptic potential"
"GO:0098817"	"evoked excitatory postsynaptic potential"
"GO:0098828"	"modulation of inhibitory postsynaptic potential"
"GO:0099083"	"retrograde trans-synaptic signaling by neuropeptide, modulating synaptic transmission"
"GO:0099502"	"calcium-dependent activation of synaptic vesicle fusion"
"GO:0099553"	"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission"
"GO:0099555"	"trans-synaptic signaling by nitric oxide, modulating synaptic transmission"
"GO:0099556"	"trans-synaptic signaling by carbon monoxide, modulating synaptic transmission"
"GO:0099575"	"regulation of protein catabolic process at presynapse, modulating synaptic transmission"
"GO:0099576"	"regulation of protein catabolic process at postsynapse, modulating synaptic transmission"
"GO:0099577"	"regulation of translation at presynapse, modulating synaptic transmission"
"GO:0099578"	"regulation of translation at postsynapse, modulating synaptic transmission"
"GO:0150092"	"regulation of synaptic scaling"
"GO:1900271"	"regulation of long-term synaptic potentiation"
"GO:1900272"	"negative regulation of long-term synaptic potentiation"
"GO:1900452"	"regulation of long-term synaptic depression"
"GO:1900454"	"positive regulation of long-term synaptic depression"
"GO:1903048"	"regulation of acetylcholine-gated cation channel activity"
"GO:1903294"	"regulation of glutamate secretion, neurotransmission"
"GO:1903295"	"negative regulation of glutamate secretion, neurotransmission"
"GO:1903296"	"positive regulation of glutamate secretion, neurotransmission"
"GO:1904048"	"regulation of spontaneous neurotransmitter secretion"
"GO:1904049"	"negative regulation of spontaneous neurotransmitter secretion"
"GO:1904050"	"positive regulation of spontaneous neurotransmitter secretion"
"GO:1904494"	"regulation of substance P secretion, neurotransmission"
"GO:1904495"	"negative regulation of substance P secretion, neurotransmission"
"GO:1904496"	"positive regulation of substance P secretion, neurotransmission"
"GO:1904624"	"regulation of glycine secretion, neurotransmission"
"GO:1904625"	"negative regulation of glycine secretion, neurotransmission"
"GO:1904626"	"positive regulation of glycine secretion, neurotransmission"
"GO:1905512"	"regulation of short-term synaptic potentiation"
"GO:1990926"	"short-term synaptic potentiation"
"GO:2000300"	"regulation of synaptic vesicle exocytosis"
"GO:2000301"	"negative regulation of synaptic vesicle exocytosis"
"GO:2000302"	"positive regulation of synaptic vesicle exocytosis"
"GO:2000463"	"positive regulation of excitatory postsynaptic potential"
"GO:0010807"	"regulation of synaptic vesicle priming"
"GO:0010808"	"positive regulation of synaptic vesicle priming"
"GO:0010809"	"negative regulation of synaptic vesicle priming"
"GO:0031630"	"regulation of synaptic vesicle fusion to presynaptic active zone membrane"
"GO:0031631"	"negative regulation of synaptic vesicle fusion to presynaptic active zone membrane"
"GO:0031632"	"positive regulation of synaptic vesicle fusion to presynaptic active zone membrane"
"GO:0031637"	"regulation of neuronal synaptic plasticity in response to neurotrophin"
"GO:0031917"	"negative regulation of synaptic metaplasticity"
"GO:0031918"	"positive regulation of synaptic metaplasticity"
"GO:0048169"	"regulation of long-term neuronal synaptic plasticity"
"GO:0048172"	"regulation of short-term neuronal synaptic plasticity"
"GO:0051914"	"positive regulation of synaptic plasticity by chemical substance"
"GO:0061646"	"positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization"
"GO:0061885"	"positive regulation of mini excitatory postsynaptic potential"
